id,article,date,views
117,abu_sayyaf,2017-10,18808
118,abu_sayyaf,2017-11,11490
119,abu_sayyaf,2017-12,9894
120,abu_sayyaf,2018-01,10982
121,abu_sayyaf,2018-02,9365
122,abu_sayyaf,2018-03,10113
123,abu_sayyaf,2018-04,9027
124,abu_sayyaf,2018-05,9605
125,abu_sayyaf,2018-06,6907
126,abu_sayyaf,2018-07,8366
127,abu_sayyaf,2018-08,7998
128,abu_sayyaf,2018-09,8647
129,abu_sayyaf,2018-10,8828
130,abu_sayyaf,2018-11,7673
131,abu_sayyaf,2018-12,7694
132,afghanistan,2008-01,176555
133,afghanistan,2008-02,184769
134,afghanistan,2008-03,171032
135,afghanistan,2008-04,197317
136,afghanistan,2008-05,193472
137,afghanistan,2008-06,168397
138,afghanistan,2008-07,55957
139,afghanistan,2008-08,157568
140,afghanistan,2008-09,192331
141,afghanistan,2008-10,213200
142,afghanistan,2008-11,219121
143,afghanistan,2008-12,206483
144,afghanistan,2009-01,236243
145,afghanistan,2009-02,269648
146,afghanistan,2009-03,289361
147,afghanistan,2009-04,258400
148,afghanistan,2009-05,255438
149,afghanistan,2009-06,216580
150,afghanistan,2009-07,250567
151,afghanistan,2009-08,280320
152,afghanistan,2009-09,278182
153,afghanistan,2009-10,324735
154,afghanistan,2009-11,302320
155,afghanistan,2009-12,317166
156,afghanistan,2010-01,257969
157,afghanistan,2010-02,263253
158,afghanistan,2010-03,303100
159,afghanistan,2010-04,309495
160,afghanistan,2010-05,307488
161,afghanistan,2010-06,234882
162,afghanistan,2010-07,263802
163,afghanistan,2010-08,388010
164,afghanistan,2010-09,363446
165,afghanistan,2010-10,393253
166,afghanistan,2010-11,375709
167,afghanistan,2010-12,350761
168,afghanistan,2011-01,349363
169,afghanistan,2011-02,281979
170,afghanistan,2011-03,265384
171,afghanistan,2011-04,246337
172,afghanistan,2011-05,306064
173,afghanistan,2011-06,210518
174,afghanistan,2011-07,220500
175,afghanistan,2011-08,220608
176,afghanistan,2011-09,222360
177,afghanistan,2011-10,228061
178,afghanistan,2011-11,234077
179,afghanistan,2011-12,203901
180,afghanistan,2012-01,232879
181,afghanistan,2012-02,242752
182,afghanistan,2012-03,258786
183,afghanistan,2012-04,210763
184,afghanistan,2012-05,240741
185,afghanistan,2012-06,207122
186,afghanistan,2012-07,206975
187,afghanistan,2012-08,228153
188,afghanistan,2012-09,277489
189,afghanistan,2012-10,271362
190,afghanistan,2012-11,256354
191,afghanistan,2012-12,241737
192,afghanistan,2013-01,276712
193,afghanistan,2013-02,273089
194,afghanistan,2013-03,282482
195,afghanistan,2013-04,268196
196,afghanistan,2013-05,247259
197,afghanistan,2013-06,219990
198,afghanistan,2013-07,198171
199,afghanistan,2013-08,195818
200,afghanistan,2013-09,173896
201,afghanistan,2013-10,222572
202,afghanistan,2013-11,198175
203,afghanistan,2013-12,163673
204,afghanistan,2014-01,160474
205,afghanistan,2014-02,163799
206,afghanistan,2014-03,191070
207,afghanistan,2014-04,176771
208,afghanistan,2014-05,176375
209,afghanistan,2014-06,175681
210,afghanistan,2014-07,150722
211,afghanistan,2014-08,141712
212,afghanistan,2014-09,156578
213,afghanistan,2014-10,153284
214,afghanistan,2014-11,143770
215,afghanistan,2014-12,141187
216,afghanistan,2015-01,138275
217,afghanistan,2015-02,146133
218,afghanistan,2015-03,164798
219,afghanistan,2015-04,137307
220,afghanistan,2015-05,132598
221,afghanistan,2015-06,123255
222,afghanistan,2015-07,106420
223,afghanistan,2015-08,109445
224,afghanistan,2015-09,124013
225,afghanistan,2015-10,138129
226,afghanistan,2015-11,130762
227,afghanistan,2015-12,113936
228,afghanistan,2016-01,120174
229,afghanistan,2016-02,105389
230,afghanistan,2016-03,118061
231,afghanistan,2016-04,110409
232,afghanistan,2016-05,112333
233,afghanistan,2016-06,108717
234,afghanistan,2016-07,97125
235,afghanistan,2016-08,99779
236,afghanistan,2016-09,107929
237,afghanistan,2016-10,106873
238,afghanistan,2016-11,102438
239,afghanistan,2016-12,100063
240,afghanistan,2017-01,107339
241,afghanistan,2017-02,109869
242,afghanistan,2017-03,110881
243,afghanistan,2017-04,115177
244,afghanistan,2017-05,114960
245,afghanistan,2017-06,95991
246,afghanistan,2017-07,83562
247,afghanistan,2017-08,107336
248,afghanistan,2017-09,89607
249,afghanistan,2017-10,97444
250,afghanistan,2017-11,94954
251,afghanistan,2017-12,90978
252,afghanistan,2018-01,110103
253,afghanistan,2018-02,92691
254,afghanistan,2018-03,100858
255,afghanistan,2018-04,104151
256,afghanistan,2018-05,96337
257,afghanistan,2018-06,82431
258,afghanistan,2018-07,81465
259,afghanistan,2018-08,94767
260,afghanistan,2018-09,95477
261,afghanistan,2018-10,97816
262,afghanistan,2018-11,86110
263,afghanistan,2018-12,88254
264,agro,2008-01,NaN
265,agro,2008-02,NaN
266,agro,2008-03,NaN
267,agro,2008-04,NaN
268,agro,2008-05,NaN
269,agro,2008-06,NaN
270,agro,2008-07,NaN
271,agro,2008-08,NaN
272,agro,2008-09,NaN
273,agro,2008-10,NaN
274,agro,2008-11,NaN
275,agro,2008-12,NaN
276,agro,2009-01,NaN
277,agro,2009-02,NaN
278,agro,2009-03,NaN
279,agro,2009-04,NaN
280,agro,2009-05,NaN
281,agro,2009-06,NaN
282,agro,2009-07,NaN
283,agro,2009-08,NaN
284,agro,2009-09,NaN
285,agro,2009-10,NaN
286,agro,2009-11,NaN
287,agro,2009-12,NaN
288,agro,2010-01,NaN
289,agro,2010-02,NaN
290,agro,2010-03,NaN
291,agro,2010-04,NaN
292,agro,2010-05,NaN
293,agro,2010-06,NaN
294,agro,2010-07,NaN
295,agro,2010-08,NaN
296,agro,2010-09,NaN
297,agro,2010-10,NaN
298,agro,2010-11,NaN
299,agro,2010-12,NaN
300,agro,2011-01,NaN
301,agro,2011-02,NaN
302,agro,2011-03,NaN
303,agro,2011-04,NaN
304,agro,2011-05,NaN
305,agro,2011-06,NaN
306,agro,2011-07,NaN
307,agro,2011-08,NaN
308,agro,2011-09,NaN
309,agro,2011-10,NaN
310,agro,2011-11,NaN
311,agro,2011-12,NaN
312,agro,2012-01,NaN
313,agro,2012-02,NaN
314,agro,2012-03,NaN
315,agro,2012-04,NaN
316,agro,2012-05,NaN
317,agro,2012-06,NaN
318,agro,2012-07,NaN
319,agro,2012-08,NaN
320,agro,2012-09,NaN
321,agro,2012-10,NaN
322,agro,2012-11,NaN
323,agro,2012-12,NaN
324,agro,2013-01,NaN
325,agro,2013-02,NaN
326,agro,2013-03,NaN
327,agro,2013-04,NaN
328,agro,2013-05,NaN
329,agro,2013-06,NaN
330,agro,2013-07,NaN
331,agro,2013-08,NaN
332,agro,2013-09,NaN
333,agro,2013-10,NaN
334,agro,2013-11,NaN
335,agro,2013-12,NaN
336,agro,2014-01,NaN
337,agro,2014-02,NaN
338,agro,2014-03,NaN
339,agro,2014-04,NaN
340,agro,2014-05,NaN
341,agro,2014-06,NaN
342,agro,2014-07,NaN
343,agro,2014-08,NaN
344,agro,2014-09,NaN
345,agro,2014-10,NaN
346,agro,2014-11,NaN
347,agro,2014-12,NaN
348,agro,2015-01,NaN
349,agro,2015-02,NaN
350,agro,2015-03,NaN
351,agro,2015-04,NaN
352,agro,2015-05,NaN
353,agro,2015-06,NaN
354,agro,2015-07,466
355,agro,2015-08,428
356,agro,2015-09,503
357,agro,2015-10,526
358,agro,2015-11,391
359,agro,2015-12,735
360,agro,2016-01,388
361,agro,2016-02,366
362,agro,2016-03,410
363,agro,2016-04,330
364,agro,2016-05,348
365,agro,2016-06,282
366,agro,2016-07,265
367,agro,2016-08,210
368,agro,2016-09,218
369,agro,2016-10,232
370,agro,2016-11,235
371,agro,2016-12,238
372,agro,2017-01,242
373,agro,2017-02,278
374,agro,2017-03,295
375,agro,2017-04,179
376,agro,2017-05,193
377,agro,2017-06,268
378,agro,2017-07,574
379,agro,2017-08,594
380,agro,2017-09,185
381,agro,2017-10,182
382,agro,2017-11,236
383,agro,2017-12,180
384,agro,2018-01,212
385,agro,2018-02,200
386,agro,2018-03,205
387,agro,2018-04,281
388,agro,2018-05,182
389,agro,2018-06,174
390,agro,2018-07,179
391,agro,2018-08,170
392,agro,2018-09,196
393,agro,2018-10,172
394,agro,2018-11,163
395,agro,2018-12,142
396,al-qaeda,2008-01,114460
397,al-qaeda,2008-02,100233
398,al-qaeda,2008-03,106926
399,al-qaeda,2008-04,117039
400,al-qaeda,2008-05,121998
401,al-qaeda,2008-06,95037
402,al-qaeda,2008-07,25802
403,al-qaeda,2008-08,82710
404,al-qaeda,2008-09,134393
405,al-qaeda,2008-10,119388
406,al-qaeda,2008-11,140152
407,al-qaeda,2008-12,88522
408,al-qaeda,2009-01,111945
409,al-qaeda,2009-02,107452
410,al-qaeda,2009-03,118025
411,al-qaeda,2009-04,121672
412,al-qaeda,2009-05,131567
413,al-qaeda,2009-06,109432
414,al-qaeda,2009-07,97536
415,al-qaeda,2009-08,115431
416,al-qaeda,2009-09,158506
417,al-qaeda,2009-10,139248
418,al-qaeda,2009-11,133209
419,al-qaeda,2009-12,162907
420,al-qaeda,2010-01,183519
421,al-qaeda,2010-02,131255
422,al-qaeda,2010-03,142054
423,al-qaeda,2010-04,143448
424,al-qaeda,2010-05,147369
425,al-qaeda,2010-06,101311
426,al-qaeda,2010-07,95317
427,al-qaeda,2010-08,179633
428,al-qaeda,2010-09,284290
429,al-qaeda,2010-10,215182
430,al-qaeda,2010-11,211958
431,al-qaeda,2010-12,166307
432,al-qaeda,2011-01,165018
433,al-qaeda,2011-02,136888
434,al-qaeda,2011-03,167957
435,al-qaeda,2011-04,133905
436,al-qaeda,2011-05,1003045
437,al-qaeda,2011-06,182604
438,al-qaeda,2011-07,105033
439,al-qaeda,2011-08,109390
440,al-qaeda,2011-09,247545
441,al-qaeda,2011-10,142477
442,al-qaeda,2011-11,120881
443,al-qaeda,2011-12,112860
444,al-qaeda,2012-01,118176
445,al-qaeda,2012-02,126107
446,al-qaeda,2012-03,154625
447,al-qaeda,2012-04,131230
448,al-qaeda,2012-05,193662
449,al-qaeda,2012-06,131015
450,al-qaeda,2012-07,113222
451,al-qaeda,2012-08,116805
452,al-qaeda,2012-09,227426
453,al-qaeda,2012-10,177657
454,al-qaeda,2012-11,157537
455,al-qaeda,2012-12,139448
456,al-qaeda,2013-01,210651
457,al-qaeda,2013-02,187436
458,al-qaeda,2013-03,209433
459,al-qaeda,2013-04,313529
460,al-qaeda,2013-05,229219
461,al-qaeda,2013-06,153476
462,al-qaeda,2013-07,118910
463,al-qaeda,2013-08,179095
464,al-qaeda,2013-09,211016
465,al-qaeda,2013-10,151524
466,al-qaeda,2013-11,133081
467,al-qaeda,2013-12,117315
468,al-qaeda,2014-01,137314
469,al-qaeda,2014-02,112305
470,al-qaeda,2014-03,128776
471,al-qaeda,2014-04,126283
472,al-qaeda,2014-05,149957
473,al-qaeda,2014-06,172931
474,al-qaeda,2014-07,108412
475,al-qaeda,2014-08,NaN
476,al-qaeda,2014-09,NaN
477,al-qaeda,2014-10,NaN
478,al-qaeda,2014-11,NaN
479,al-qaeda,2014-12,NaN
480,al-qaeda,2015-01,NaN
481,al-qaeda,2015-02,NaN
482,al-qaeda,2015-03,NaN
483,al-qaeda,2015-04,NaN
484,al-qaeda,2015-05,NaN
485,al-qaeda,2015-06,NaN
486,al-qaeda,2015-07,69345
487,al-qaeda,2015-08,69257
488,al-qaeda,2015-09,115356
489,al-qaeda,2015-10,125126
490,al-qaeda,2015-11,224451
491,al-qaeda,2015-12,103923
492,al-qaeda,2016-01,79557
493,al-qaeda,2016-02,66240
494,al-qaeda,2016-03,85518
495,al-qaeda,2016-04,78914
496,al-qaeda,2016-05,84118
497,al-qaeda,2016-06,64247
498,al-qaeda,2016-07,66051
499,al-qaeda,2016-08,51700
500,al-qaeda,2016-09,88186
501,al-qaeda,2016-10,63898
502,al-qaeda,2016-11,66073
503,al-qaeda,2016-12,63216
504,al-qaeda,2017-01,66390
505,al-qaeda,2017-02,61438
506,al-qaeda,2017-03,65307
507,al-qaeda,2017-04,72581
508,al-qaeda,2017-05,81982
509,al-qaeda,2017-06,61871
510,al-qaeda,2017-07,41452
511,al-qaeda,2017-08,43781
512,al-qaeda,2017-09,60910
513,al-qaeda,2017-10,54242
514,al-qaeda,2017-11,62561
515,al-qaeda,2017-12,44900
516,al-qaeda,2018-01,48844
517,al-qaeda,2018-02,46091
518,al-qaeda,2018-03,58668
519,al-qaeda,2018-04,65944
520,al-qaeda,2018-05,63003
521,al-qaeda,2018-06,41607
522,al-qaeda,2018-07,40045
523,al-qaeda,2018-08,41477
524,al-qaeda,2018-09,68020
525,al-qaeda,2018-10,47263
526,al-qaeda,2018-11,45520
527,al-qaeda,2018-12,44570
528,al-qaeda_in_the_arabian_peninsula,2008-01,NaN
529,al-qaeda_in_the_arabian_peninsula,2008-02,622
530,al-qaeda_in_the_arabian_peninsula,2008-03,453
531,al-qaeda_in_the_arabian_peninsula,2008-04,517
532,al-qaeda_in_the_arabian_peninsula,2008-05,482
533,al-qaeda_in_the_arabian_peninsula,2008-06,462
534,al-qaeda_in_the_arabian_peninsula,2008-07,195
535,al-qaeda_in_the_arabian_peninsula,2008-08,425
536,al-qaeda_in_the_arabian_peninsula,2008-09,415
537,al-qaeda_in_the_arabian_peninsula,2008-10,423
538,al-qaeda_in_the_arabian_peninsula,2008-11,385
539,al-qaeda_in_the_arabian_peninsula,2008-12,394
540,al-qaeda_in_the_arabian_peninsula,2009-01,585
541,al-qaeda_in_the_arabian_peninsula,2009-02,NaN
542,al-qaeda_in_the_arabian_peninsula,2009-03,NaN
543,al-qaeda_in_the_arabian_peninsula,2009-04,NaN
544,al-qaeda_in_the_arabian_peninsula,2009-05,NaN
545,al-qaeda_in_the_arabian_peninsula,2009-06,NaN
546,al-qaeda_in_the_arabian_peninsula,2009-07,579
547,al-qaeda_in_the_arabian_peninsula,2009-08,584
548,al-qaeda_in_the_arabian_peninsula,2009-09,657
549,al-qaeda_in_the_arabian_peninsula,2009-10,664
550,al-qaeda_in_the_arabian_peninsula,2009-11,769
551,al-qaeda_in_the_arabian_peninsula,2009-12,2947
552,al-qaeda_in_the_arabian_peninsula,2010-01,5545
553,al-qaeda_in_the_arabian_peninsula,2010-02,1829
554,al-qaeda_in_the_arabian_peninsula,2010-03,1911
555,al-qaeda_in_the_arabian_peninsula,2010-04,1867
556,al-qaeda_in_the_arabian_peninsula,2010-05,NaN
557,al-qaeda_in_the_arabian_peninsula,2010-06,NaN
558,al-qaeda_in_the_arabian_peninsula,2010-07,NaN
559,al-qaeda_in_the_arabian_peninsula,2010-08,2769
560,al-qaeda_in_the_arabian_peninsula,2010-09,2796
561,al-qaeda_in_the_arabian_peninsula,2010-10,7522
562,al-qaeda_in_the_arabian_peninsula,2010-11,14970
563,al-qaeda_in_the_arabian_peninsula,2010-12,5892
564,al-qaeda_in_the_arabian_peninsula,2011-01,4732
565,al-qaeda_in_the_arabian_peninsula,2011-02,NaN
566,al-qaeda_in_the_arabian_peninsula,2011-03,NaN
567,al-qaeda_in_the_arabian_peninsula,2011-04,NaN
568,al-qaeda_in_the_arabian_peninsula,2011-05,NaN
569,al-qaeda_in_the_arabian_peninsula,2011-06,NaN
570,al-qaeda_in_the_arabian_peninsula,2011-07,NaN
571,al-qaeda_in_the_arabian_peninsula,2011-08,NaN
572,al-qaeda_in_the_arabian_peninsula,2011-09,NaN
573,al-qaeda_in_the_arabian_peninsula,2011-10,NaN
574,al-qaeda_in_the_arabian_peninsula,2011-11,NaN
575,al-qaeda_in_the_arabian_peninsula,2011-12,3729
576,al-qaeda_in_the_arabian_peninsula,2012-01,NaN
577,al-qaeda_in_the_arabian_peninsula,2012-02,NaN
578,al-qaeda_in_the_arabian_peninsula,2012-03,NaN
579,al-qaeda_in_the_arabian_peninsula,2012-04,NaN
580,al-qaeda_in_the_arabian_peninsula,2012-05,NaN
581,al-qaeda_in_the_arabian_peninsula,2012-06,NaN
582,al-qaeda_in_the_arabian_peninsula,2012-07,NaN
583,al-qaeda_in_the_arabian_peninsula,2012-08,NaN
584,al-qaeda_in_the_arabian_peninsula,2012-09,NaN
585,al-qaeda_in_the_arabian_peninsula,2012-10,NaN
586,al-qaeda_in_the_arabian_peninsula,2012-11,NaN
587,al-qaeda_in_the_arabian_peninsula,2012-12,5924
588,al-qaeda_in_the_arabian_peninsula,2013-01,8016
589,al-qaeda_in_the_arabian_peninsula,2013-02,7822
590,al-qaeda_in_the_arabian_peninsula,2013-03,6713
591,al-qaeda_in_the_arabian_peninsula,2013-04,10841
592,al-qaeda_in_the_arabian_peninsula,2013-05,9423
593,al-qaeda_in_the_arabian_peninsula,2013-06,6266
594,al-qaeda_in_the_arabian_peninsula,2013-07,7623
595,al-qaeda_in_the_arabian_peninsula,2013-08,17356
596,al-qaeda_in_the_arabian_peninsula,2013-09,6091
597,al-qaeda_in_the_arabian_peninsula,2013-10,6065
598,al-qaeda_in_the_arabian_peninsula,2013-11,5536
599,al-qaeda_in_the_arabian_peninsula,2013-12,NaN
600,al-qaeda_in_the_arabian_peninsula,2014-01,NaN
601,al-qaeda_in_the_arabian_peninsula,2014-02,NaN
602,al-qaeda_in_the_arabian_peninsula,2014-03,8301
603,al-qaeda_in_the_arabian_peninsula,2014-04,10441
604,al-qaeda_in_the_arabian_peninsula,2014-05,10129
605,al-qaeda_in_the_arabian_peninsula,2014-06,7680
606,al-qaeda_in_the_arabian_peninsula,2014-07,NaN
607,al-qaeda_in_the_arabian_peninsula,2014-08,NaN
608,al-qaeda_in_the_arabian_peninsula,2014-09,NaN
609,al-qaeda_in_the_arabian_peninsula,2014-10,NaN
610,al-qaeda_in_the_arabian_peninsula,2014-11,NaN
611,al-qaeda_in_the_arabian_peninsula,2014-12,NaN
612,al-qaeda_in_the_arabian_peninsula,2015-01,NaN
613,al-qaeda_in_the_arabian_peninsula,2015-02,NaN
614,al-qaeda_in_the_arabian_peninsula,2015-03,NaN
615,al-qaeda_in_the_arabian_peninsula,2015-04,NaN
616,al-qaeda_in_the_arabian_peninsula,2015-05,NaN
617,al-qaeda_in_the_arabian_peninsula,2015-06,NaN
618,al-qaeda_in_the_arabian_peninsula,2015-07,0
619,al-qaeda_in_the_arabian_peninsula,2015-08,0
620,al-qaeda_in_the_arabian_peninsula,2015-09,0
621,al-qaeda_in_the_arabian_peninsula,2015-10,0
622,al-qaeda_in_the_arabian_peninsula,2015-11,0
623,al-qaeda_in_the_arabian_peninsula,2015-12,0
624,al-qaeda_in_the_arabian_peninsula,2016-01,0
625,al-qaeda_in_the_arabian_peninsula,2016-02,0
626,al-qaeda_in_the_arabian_peninsula,2016-03,0
627,al-qaeda_in_the_arabian_peninsula,2016-04,0
628,al-qaeda_in_the_arabian_peninsula,2016-05,0
629,al-qaeda_in_the_arabian_peninsula,2016-06,0
630,al-qaeda_in_the_arabian_peninsula,2016-07,0
631,al-qaeda_in_the_arabian_peninsula,2016-08,0
632,al-qaeda_in_the_arabian_peninsula,2016-09,0
633,al-qaeda_in_the_arabian_peninsula,2016-10,0
634,al-qaeda_in_the_arabian_peninsula,2016-11,0
635,al-qaeda_in_the_arabian_peninsula,2016-12,8175
636,al-qaeda_in_the_arabian_peninsula,2017-01,9856
637,al-qaeda_in_the_arabian_peninsula,2017-02,9687
638,al-qaeda_in_the_arabian_peninsula,2017-03,8487
639,al-qaeda_in_the_arabian_peninsula,2017-04,6227
640,al-qaeda_in_the_arabian_peninsula,2017-05,6213
641,al-qaeda_in_the_arabian_peninsula,2017-06,6025
642,al-qaeda_in_the_arabian_peninsula,2017-07,4229
643,al-qaeda_in_the_arabian_peninsula,2017-08,4002
644,al-qaeda_in_the_arabian_peninsula,2017-09,3687
645,al-qaeda_in_the_arabian_peninsula,2017-10,4837
646,al-qaeda_in_the_arabian_peninsula,2017-11,5841
647,al-qaeda_in_the_arabian_peninsula,2017-12,5613
648,al-qaeda_in_the_arabian_peninsula,2018-01,5473
649,al-qaeda_in_the_arabian_peninsula,2018-02,4233
650,al-qaeda_in_the_arabian_peninsula,2018-03,11814
651,al-qaeda_in_the_arabian_peninsula,2018-04,9999
652,al-qaeda_in_the_arabian_peninsula,2018-05,4063
653,al-qaeda_in_the_arabian_peninsula,2018-06,3821
654,al-qaeda_in_the_arabian_peninsula,2018-07,3426
655,al-qaeda_in_the_arabian_peninsula,2018-08,4290
656,al-qaeda_in_the_arabian_peninsula,2018-09,3783
657,al-qaeda_in_the_arabian_peninsula,2018-10,4421
658,al-qaeda_in_the_arabian_peninsula,2018-11,4657
659,al-qaeda_in_the_arabian_peninsula,2018-12,4067
660,al-qaeda_in_the_islamic_maghreb,2008-01,NaN
661,al-qaeda_in_the_islamic_maghreb,2008-02,NaN
662,al-qaeda_in_the_islamic_maghreb,2008-03,NaN
663,al-qaeda_in_the_islamic_maghreb,2008-04,NaN
664,al-qaeda_in_the_islamic_maghreb,2008-05,NaN
665,al-qaeda_in_the_islamic_maghreb,2008-06,NaN
666,al-qaeda_in_the_islamic_maghreb,2008-07,NaN
667,al-qaeda_in_the_islamic_maghreb,2008-08,NaN
668,al-qaeda_in_the_islamic_maghreb,2008-09,NaN
669,al-qaeda_in_the_islamic_maghreb,2008-10,NaN
670,al-qaeda_in_the_islamic_maghreb,2008-11,NaN
671,al-qaeda_in_the_islamic_maghreb,2008-12,NaN
672,al-qaeda_in_the_islamic_maghreb,2009-01,NaN
673,al-qaeda_in_the_islamic_maghreb,2009-02,NaN
674,al-qaeda_in_the_islamic_maghreb,2009-03,NaN
675,al-qaeda_in_the_islamic_maghreb,2009-04,NaN
676,al-qaeda_in_the_islamic_maghreb,2009-05,NaN
677,al-qaeda_in_the_islamic_maghreb,2009-06,NaN
678,al-qaeda_in_the_islamic_maghreb,2009-07,NaN
679,al-qaeda_in_the_islamic_maghreb,2009-08,NaN
680,al-qaeda_in_the_islamic_maghreb,2009-09,NaN
681,al-qaeda_in_the_islamic_maghreb,2009-10,NaN
682,al-qaeda_in_the_islamic_maghreb,2009-11,NaN
683,al-qaeda_in_the_islamic_maghreb,2009-12,NaN
684,al-qaeda_in_the_islamic_maghreb,2010-01,NaN
685,al-qaeda_in_the_islamic_maghreb,2010-02,NaN
686,al-qaeda_in_the_islamic_maghreb,2010-03,NaN
687,al-qaeda_in_the_islamic_maghreb,2010-04,NaN
688,al-qaeda_in_the_islamic_maghreb,2010-05,NaN
689,al-qaeda_in_the_islamic_maghreb,2010-06,NaN
690,al-qaeda_in_the_islamic_maghreb,2010-07,NaN
691,al-qaeda_in_the_islamic_maghreb,2010-08,NaN
692,al-qaeda_in_the_islamic_maghreb,2010-09,NaN
693,al-qaeda_in_the_islamic_maghreb,2010-10,NaN
694,al-qaeda_in_the_islamic_maghreb,2010-11,NaN
695,al-qaeda_in_the_islamic_maghreb,2010-12,NaN
696,al-qaeda_in_the_islamic_maghreb,2011-01,NaN
697,al-qaeda_in_the_islamic_maghreb,2011-02,NaN
698,al-qaeda_in_the_islamic_maghreb,2011-03,NaN
699,al-qaeda_in_the_islamic_maghreb,2011-04,NaN
700,al-qaeda_in_the_islamic_maghreb,2011-05,NaN
701,al-qaeda_in_the_islamic_maghreb,2011-06,NaN
702,al-qaeda_in_the_islamic_maghreb,2011-07,NaN
