id,article,date,views
163,alcohol_and_tobacco_tax_and_trade_bureau,2010-08,NaN
164,alcohol_and_tobacco_tax_and_trade_bureau,2010-09,NaN
165,alcohol_and_tobacco_tax_and_trade_bureau,2010-10,NaN
166,alcohol_and_tobacco_tax_and_trade_bureau,2010-11,NaN
167,alcohol_and_tobacco_tax_and_trade_bureau,2010-12,NaN
168,alcohol_and_tobacco_tax_and_trade_bureau,2011-01,NaN
169,alcohol_and_tobacco_tax_and_trade_bureau,2011-02,NaN
170,alcohol_and_tobacco_tax_and_trade_bureau,2011-03,NaN
171,alcohol_and_tobacco_tax_and_trade_bureau,2011-04,NaN
172,alcohol_and_tobacco_tax_and_trade_bureau,2011-05,NaN
173,alcohol_and_tobacco_tax_and_trade_bureau,2011-06,NaN
174,alcohol_and_tobacco_tax_and_trade_bureau,2011-07,NaN
175,alcohol_and_tobacco_tax_and_trade_bureau,2011-08,NaN
176,alcohol_and_tobacco_tax_and_trade_bureau,2011-09,NaN
177,alcohol_and_tobacco_tax_and_trade_bureau,2011-10,NaN
178,alcohol_and_tobacco_tax_and_trade_bureau,2011-11,NaN
179,alcohol_and_tobacco_tax_and_trade_bureau,2011-12,NaN
180,alcohol_and_tobacco_tax_and_trade_bureau,2012-01,NaN
181,alcohol_and_tobacco_tax_and_trade_bureau,2012-02,NaN
182,alcohol_and_tobacco_tax_and_trade_bureau,2012-03,NaN
183,alcohol_and_tobacco_tax_and_trade_bureau,2012-04,NaN
184,alcohol_and_tobacco_tax_and_trade_bureau,2012-05,NaN
185,alcohol_and_tobacco_tax_and_trade_bureau,2012-06,NaN
186,alcohol_and_tobacco_tax_and_trade_bureau,2012-07,NaN
187,alcohol_and_tobacco_tax_and_trade_bureau,2012-08,NaN
188,alcohol_and_tobacco_tax_and_trade_bureau,2012-09,NaN
189,alcohol_and_tobacco_tax_and_trade_bureau,2012-10,NaN
190,alcohol_and_tobacco_tax_and_trade_bureau,2012-11,NaN
191,alcohol_and_tobacco_tax_and_trade_bureau,2012-12,NaN
192,alcohol_and_tobacco_tax_and_trade_bureau,2013-01,NaN
193,alcohol_and_tobacco_tax_and_trade_bureau,2013-02,NaN
194,alcohol_and_tobacco_tax_and_trade_bureau,2013-03,NaN
195,alcohol_and_tobacco_tax_and_trade_bureau,2013-04,NaN
196,alcohol_and_tobacco_tax_and_trade_bureau,2013-05,NaN
197,alcohol_and_tobacco_tax_and_trade_bureau,2013-06,NaN
198,alcohol_and_tobacco_tax_and_trade_bureau,2013-07,NaN
199,alcohol_and_tobacco_tax_and_trade_bureau,2013-08,NaN
200,alcohol_and_tobacco_tax_and_trade_bureau,2013-09,NaN
201,alcohol_and_tobacco_tax_and_trade_bureau,2013-10,NaN
202,alcohol_and_tobacco_tax_and_trade_bureau,2013-11,NaN
203,alcohol_and_tobacco_tax_and_trade_bureau,2013-12,NaN
204,alcohol_and_tobacco_tax_and_trade_bureau,2014-01,NaN
205,alcohol_and_tobacco_tax_and_trade_bureau,2014-02,NaN
206,alcohol_and_tobacco_tax_and_trade_bureau,2014-03,NaN
207,alcohol_and_tobacco_tax_and_trade_bureau,2014-04,NaN
208,alcohol_and_tobacco_tax_and_trade_bureau,2014-05,NaN
209,alcohol_and_tobacco_tax_and_trade_bureau,2014-06,NaN
210,alcohol_and_tobacco_tax_and_trade_bureau,2014-07,NaN
211,alcohol_and_tobacco_tax_and_trade_bureau,2014-08,NaN
212,alcohol_and_tobacco_tax_and_trade_bureau,2014-09,NaN
213,alcohol_and_tobacco_tax_and_trade_bureau,2014-10,NaN
214,alcohol_and_tobacco_tax_and_trade_bureau,2014-11,NaN
215,alcohol_and_tobacco_tax_and_trade_bureau,2014-12,NaN
216,alcohol_and_tobacco_tax_and_trade_bureau,2015-01,NaN
217,alcohol_and_tobacco_tax_and_trade_bureau,2015-02,NaN
218,alcohol_and_tobacco_tax_and_trade_bureau,2015-03,NaN
219,alcohol_and_tobacco_tax_and_trade_bureau,2015-04,NaN
220,alcohol_and_tobacco_tax_and_trade_bureau,2015-05,NaN
221,alcohol_and_tobacco_tax_and_trade_bureau,2015-06,NaN
222,alcohol_and_tobacco_tax_and_trade_bureau,2015-07,18
223,alcohol_and_tobacco_tax_and_trade_bureau,2015-08,5
224,alcohol_and_tobacco_tax_and_trade_bureau,2015-09,12
225,alcohol_and_tobacco_tax_and_trade_bureau,2015-10,2
226,alcohol_and_tobacco_tax_and_trade_bureau,2015-11,5
227,alcohol_and_tobacco_tax_and_trade_bureau,2015-12,3
228,alcohol_and_tobacco_tax_and_trade_bureau,2016-01,2
229,alcohol_and_tobacco_tax_and_trade_bureau,2016-02,3
230,alcohol_and_tobacco_tax_and_trade_bureau,2016-03,3
231,alcohol_and_tobacco_tax_and_trade_bureau,2016-04,7
232,alcohol_and_tobacco_tax_and_trade_bureau,2016-05,4
233,alcohol_and_tobacco_tax_and_trade_bureau,2016-06,2
234,alcohol_and_tobacco_tax_and_trade_bureau,2016-07,4
235,alcohol_and_tobacco_tax_and_trade_bureau,2016-08,1
236,alcohol_and_tobacco_tax_and_trade_bureau,2016-09,3
237,alcohol_and_tobacco_tax_and_trade_bureau,2016-10,5
238,alcohol_and_tobacco_tax_and_trade_bureau,2016-11,5
239,alcohol_and_tobacco_tax_and_trade_bureau,2016-12,0
240,alcohol_and_tobacco_tax_and_trade_bureau,2017-01,4
241,alcohol_and_tobacco_tax_and_trade_bureau,2017-02,4
242,alcohol_and_tobacco_tax_and_trade_bureau,2017-03,10
243,alcohol_and_tobacco_tax_and_trade_bureau,2017-04,0
244,alcohol_and_tobacco_tax_and_trade_bureau,2017-05,11
245,alcohol_and_tobacco_tax_and_trade_bureau,2017-06,6
246,alcohol_and_tobacco_tax_and_trade_bureau,2017-07,11
247,alcohol_and_tobacco_tax_and_trade_bureau,2017-08,12
248,alcohol_and_tobacco_tax_and_trade_bureau,2017-09,5
249,alcohol_and_tobacco_tax_and_trade_bureau,2017-10,5
250,alcohol_and_tobacco_tax_and_trade_bureau,2017-11,15
251,alcohol_and_tobacco_tax_and_trade_bureau,2017-12,7
252,alcohol_and_tobacco_tax_and_trade_bureau,2018-01,6
253,alcohol_and_tobacco_tax_and_trade_bureau,2018-02,9
254,alcohol_and_tobacco_tax_and_trade_bureau,2018-03,4
255,alcohol_and_tobacco_tax_and_trade_bureau,2018-04,4
256,alcohol_and_tobacco_tax_and_trade_bureau,2018-05,6
257,alcohol_and_tobacco_tax_and_trade_bureau,2018-06,13
258,alcohol_and_tobacco_tax_and_trade_bureau,2018-07,11
259,alcohol_and_tobacco_tax_and_trade_bureau,2018-08,10
260,alcohol_and_tobacco_tax_and_trade_bureau,2018-09,9
261,alcohol_and_tobacco_tax_and_trade_bureau,2018-10,24
262,alcohol_and_tobacco_tax_and_trade_bureau,2018-11,6
263,alcohol_and_tobacco_tax_and_trade_bureau,2018-12,12
264,border_patrol,2008-01,NaN
265,border_patrol,2008-02,NaN
266,border_patrol,2008-03,NaN
267,border_patrol,2008-04,NaN
268,border_patrol,2008-05,NaN
269,border_patrol,2008-06,NaN
270,border_patrol,2008-07,NaN
271,border_patrol,2008-08,NaN
272,border_patrol,2008-09,NaN
273,border_patrol,2008-10,NaN
274,border_patrol,2008-11,NaN
275,border_patrol,2008-12,NaN
276,border_patrol,2009-01,NaN
277,border_patrol,2009-02,NaN
278,border_patrol,2009-03,NaN
279,border_patrol,2009-04,NaN
280,border_patrol,2009-05,NaN
281,border_patrol,2009-06,NaN
282,border_patrol,2009-07,NaN
283,border_patrol,2009-08,NaN
284,border_patrol,2009-09,NaN
285,border_patrol,2009-10,NaN
286,border_patrol,2009-11,NaN
287,border_patrol,2009-12,NaN
288,border_patrol,2010-01,NaN
289,border_patrol,2010-02,NaN
290,border_patrol,2010-03,NaN
291,border_patrol,2010-04,NaN
292,border_patrol,2010-05,NaN
293,border_patrol,2010-06,NaN
294,border_patrol,2010-07,NaN
295,border_patrol,2010-08,NaN
296,border_patrol,2010-09,NaN
297,border_patrol,2010-10,NaN
298,border_patrol,2010-11,NaN
299,border_patrol,2010-12,NaN
300,border_patrol,2011-01,NaN
301,border_patrol,2011-02,NaN
302,border_patrol,2011-03,NaN
303,border_patrol,2011-04,NaN
304,border_patrol,2011-05,NaN
305,border_patrol,2011-06,NaN
306,border_patrol,2011-07,NaN
307,border_patrol,2011-08,NaN
308,border_patrol,2011-09,NaN
309,border_patrol,2011-10,NaN
310,border_patrol,2011-11,NaN
311,border_patrol,2011-12,NaN
312,border_patrol,2012-01,NaN
313,border_patrol,2012-02,NaN
314,border_patrol,2012-03,NaN
315,border_patrol,2012-04,NaN
316,border_patrol,2012-05,NaN
317,border_patrol,2012-06,NaN
318,border_patrol,2012-07,NaN
319,border_patrol,2012-08,NaN
320,border_patrol,2012-09,NaN
321,border_patrol,2012-10,NaN
322,border_patrol,2012-11,NaN
323,border_patrol,2012-12,NaN
324,border_patrol,2013-01,NaN
325,border_patrol,2013-02,NaN
326,border_patrol,2013-03,NaN
327,border_patrol,2013-04,NaN
328,border_patrol,2013-05,NaN
329,border_patrol,2013-06,NaN
330,border_patrol,2013-07,NaN
331,border_patrol,2013-08,NaN
332,border_patrol,2013-09,NaN
333,border_patrol,2013-10,NaN
334,border_patrol,2013-11,NaN
335,border_patrol,2013-12,NaN
336,border_patrol,2014-01,NaN
337,border_patrol,2014-02,NaN
338,border_patrol,2014-03,NaN
339,border_patrol,2014-04,NaN
340,border_patrol,2014-05,NaN
341,border_patrol,2014-06,NaN
342,border_patrol,2014-07,NaN
343,border_patrol,2014-08,NaN
344,border_patrol,2014-09,NaN
345,border_patrol,2014-10,NaN
346,border_patrol,2014-11,NaN
347,border_patrol,2014-12,NaN
348,border_patrol,2015-01,NaN
349,border_patrol,2015-02,NaN
350,border_patrol,2015-03,NaN
351,border_patrol,2015-04,NaN
352,border_patrol,2015-05,NaN
353,border_patrol,2015-06,NaN
354,border_patrol,2015-07,276
355,border_patrol,2015-08,225
356,border_patrol,2015-09,106
357,border_patrol,2015-10,107
358,border_patrol,2015-11,118
359,border_patrol,2015-12,79
360,border_patrol,2016-01,87
361,border_patrol,2016-02,110
362,border_patrol,2016-03,75
363,border_patrol,2016-04,101
364,border_patrol,2016-05,101
365,border_patrol,2016-06,70
366,border_patrol,2016-07,70
367,border_patrol,2016-08,74
368,border_patrol,2016-09,93
369,border_patrol,2016-10,85
370,border_patrol,2016-11,100
371,border_patrol,2016-12,53
372,border_patrol,2017-01,130
373,border_patrol,2017-02,99
374,border_patrol,2017-03,99
375,border_patrol,2017-04,89
376,border_patrol,2017-05,58
377,border_patrol,2017-06,66
378,border_patrol,2017-07,58
379,border_patrol,2017-08,89
380,border_patrol,2017-09,58
381,border_patrol,2017-10,62
382,border_patrol,2017-11,76
383,border_patrol,2017-12,63
384,border_patrol,2018-01,74
385,border_patrol,2018-02,75
386,border_patrol,2018-03,82
387,border_patrol,2018-04,106
388,border_patrol,2018-05,70
389,border_patrol,2018-06,144
390,border_patrol,2018-07,113
391,border_patrol,2018-08,61
392,border_patrol,2018-09,52
393,border_patrol,2018-10,78
394,border_patrol,2018-11,101
395,border_patrol,2018-12,74
396,bureau_of_land_management,2008-01,4029
397,bureau_of_land_management,2008-02,3774
398,bureau_of_land_management,2008-03,4071
399,bureau_of_land_management,2008-04,4603
400,bureau_of_land_management,2008-05,4625
401,bureau_of_land_management,2008-06,4348
402,bureau_of_land_management,2008-07,1682
403,bureau_of_land_management,2008-08,3715
404,bureau_of_land_management,2008-09,4526
405,bureau_of_land_management,2008-10,4199
406,bureau_of_land_management,2008-11,4411
407,bureau_of_land_management,2008-12,4286
408,bureau_of_land_management,2009-01,4481
409,bureau_of_land_management,2009-02,4409
410,bureau_of_land_management,2009-03,4883
411,bureau_of_land_management,2009-04,4352
412,bureau_of_land_management,2009-05,4838
413,bureau_of_land_management,2009-06,4011
414,bureau_of_land_management,2009-07,4018
415,bureau_of_land_management,2009-08,4633
416,bureau_of_land_management,2009-09,4278
417,bureau_of_land_management,2009-10,5202
418,bureau_of_land_management,2009-11,4824
419,bureau_of_land_management,2009-12,4711
420,bureau_of_land_management,2010-01,4942
421,bureau_of_land_management,2010-02,5047
422,bureau_of_land_management,2010-03,9414
423,bureau_of_land_management,2010-04,10696
424,bureau_of_land_management,2010-05,10690
425,bureau_of_land_management,2010-06,7298
426,bureau_of_land_management,2010-07,7949
427,bureau_of_land_management,2010-08,13021
428,bureau_of_land_management,2010-09,11620
429,bureau_of_land_management,2010-10,11542
430,bureau_of_land_management,2010-11,9528
431,bureau_of_land_management,2010-12,8504
432,bureau_of_land_management,2011-01,8330
433,bureau_of_land_management,2011-02,9209
434,bureau_of_land_management,2011-03,8961
435,bureau_of_land_management,2011-04,6566
436,bureau_of_land_management,2011-05,5775
437,bureau_of_land_management,2011-06,5372
438,bureau_of_land_management,2011-07,7328
439,bureau_of_land_management,2011-08,6120
440,bureau_of_land_management,2011-09,5768
441,bureau_of_land_management,2011-10,6671
442,bureau_of_land_management,2011-11,6691
443,bureau_of_land_management,2011-12,5827
444,bureau_of_land_management,2012-01,7075
445,bureau_of_land_management,2012-02,7650
446,bureau_of_land_management,2012-03,7725
447,bureau_of_land_management,2012-04,6974
448,bureau_of_land_management,2012-05,6987
449,bureau_of_land_management,2012-06,5919
450,bureau_of_land_management,2012-07,6405
451,bureau_of_land_management,2012-08,5694
452,bureau_of_land_management,2012-09,7011
453,bureau_of_land_management,2012-10,7522
454,bureau_of_land_management,2012-11,6856
455,bureau_of_land_management,2012-12,6332
456,bureau_of_land_management,2013-01,7799
457,bureau_of_land_management,2013-02,7960
458,bureau_of_land_management,2013-03,7557
459,bureau_of_land_management,2013-04,7681
460,bureau_of_land_management,2013-05,7578
461,bureau_of_land_management,2013-06,6382
462,bureau_of_land_management,2013-07,6324
463,bureau_of_land_management,2013-08,5786
464,bureau_of_land_management,2013-09,5694
465,bureau_of_land_management,2013-10,8073
466,bureau_of_land_management,2013-11,6022
467,bureau_of_land_management,2013-12,5727
468,bureau_of_land_management,2014-01,6582
469,bureau_of_land_management,2014-02,6993
470,bureau_of_land_management,2014-03,7988
471,bureau_of_land_management,2014-04,56618
472,bureau_of_land_management,2014-05,13851
473,bureau_of_land_management,2014-06,7219
474,bureau_of_land_management,2014-07,6993
475,bureau_of_land_management,2014-08,6340
476,bureau_of_land_management,2014-09,7784
477,bureau_of_land_management,2014-10,NaN
478,bureau_of_land_management,2014-11,NaN
479,bureau_of_land_management,2014-12,NaN
480,bureau_of_land_management,2015-01,NaN
481,bureau_of_land_management,2015-02,NaN
482,bureau_of_land_management,2015-03,NaN
483,bureau_of_land_management,2015-04,NaN
484,bureau_of_land_management,2015-05,NaN
485,bureau_of_land_management,2015-06,NaN
486,bureau_of_land_management,2015-07,77
487,bureau_of_land_management,2015-08,58
488,bureau_of_land_management,2015-09,56
489,bureau_of_land_management,2015-10,36
490,bureau_of_land_management,2015-11,43
491,bureau_of_land_management,2015-12,40
492,bureau_of_land_management,2016-01,200
493,bureau_of_land_management,2016-02,79
494,bureau_of_land_management,2016-03,42
495,bureau_of_land_management,2016-04,48
496,bureau_of_land_management,2016-05,37
497,bureau_of_land_management,2016-06,27
498,bureau_of_land_management,2016-07,32
499,bureau_of_land_management,2016-08,26
500,bureau_of_land_management,2016-09,27
501,bureau_of_land_management,2016-10,36
502,bureau_of_land_management,2016-11,266
503,bureau_of_land_management,2016-12,7055
504,bureau_of_land_management,2017-01,7517
505,bureau_of_land_management,2017-02,7765
506,bureau_of_land_management,2017-03,7078
507,bureau_of_land_management,2017-04,8626
508,bureau_of_land_management,2017-05,6687
509,bureau_of_land_management,2017-06,5569
510,bureau_of_land_management,2017-07,6083
511,bureau_of_land_management,2017-08,6440
512,bureau_of_land_management,2017-09,5573
513,bureau_of_land_management,2017-10,6471
514,bureau_of_land_management,2017-11,6344
515,bureau_of_land_management,2017-12,7187
516,bureau_of_land_management,2018-01,6589
517,bureau_of_land_management,2018-02,5768
518,bureau_of_land_management,2018-03,5886
519,bureau_of_land_management,2018-04,6156
520,bureau_of_land_management,2018-05,5216
521,bureau_of_land_management,2018-06,4240
522,bureau_of_land_management,2018-07,5251
523,bureau_of_land_management,2018-08,5251
524,bureau_of_land_management,2018-09,5078
525,bureau_of_land_management,2018-10,9667
526,bureau_of_land_management,2018-11,5938
527,bureau_of_land_management,2018-12,5291
528,central_intelligence_agency,2008-01,69274
529,central_intelligence_agency,2008-02,60106
530,central_intelligence_agency,2008-03,61062
531,central_intelligence_agency,2008-04,59984
532,central_intelligence_agency,2008-05,48805
533,central_intelligence_agency,2008-06,48377
534,central_intelligence_agency,2008-07,20023
535,central_intelligence_agency,2008-08,49283
536,central_intelligence_agency,2008-09,55570
537,central_intelligence_agency,2008-10,54938
538,central_intelligence_agency,2008-11,74343
539,central_intelligence_agency,2008-12,66855
540,central_intelligence_agency,2009-01,66182
541,central_intelligence_agency,2009-02,62910
542,central_intelligence_agency,2009-03,73562
543,central_intelligence_agency,2009-04,71852
544,central_intelligence_agency,2009-05,75719
545,central_intelligence_agency,2009-06,60320
546,central_intelligence_agency,2009-07,70085
547,central_intelligence_agency,2009-08,70099
548,central_intelligence_agency,2009-09,59426
549,central_intelligence_agency,2009-10,65205
550,central_intelligence_agency,2009-11,71741
551,central_intelligence_agency,2009-12,71169
552,central_intelligence_agency,2010-01,82415
553,central_intelligence_agency,2010-02,75476
554,central_intelligence_agency,2010-03,86985
555,central_intelligence_agency,2010-04,102351
556,central_intelligence_agency,2010-05,93615
557,central_intelligence_agency,2010-06,64916
558,central_intelligence_agency,2010-07,74804
559,central_intelligence_agency,2010-08,108426
560,central_intelligence_agency,2010-09,99017
561,central_intelligence_agency,2010-10,100116
562,central_intelligence_agency,2010-11,106797
563,central_intelligence_agency,2010-12,102135
564,central_intelligence_agency,2011-01,102490
565,central_intelligence_agency,2011-02,100511
566,central_intelligence_agency,2011-03,111280
567,central_intelligence_agency,2011-04,105520
568,central_intelligence_agency,2011-05,171622
569,central_intelligence_agency,2011-06,105218
570,central_intelligence_agency,2011-07,95299
571,central_intelligence_agency,2011-08,85574
572,central_intelligence_agency,2011-09,84049
573,central_intelligence_agency,2011-10,94206
574,central_intelligence_agency,2011-11,108609
575,central_intelligence_agency,2011-12,97965
576,central_intelligence_agency,2012-01,119215
577,central_intelligence_agency,2012-02,118402
578,central_intelligence_agency,2012-03,127521
579,central_intelligence_agency,2012-04,105349
580,central_intelligence_agency,2012-05,115484
581,central_intelligence_agency,2012-06,92962
582,central_intelligence_agency,2012-07,98168
583,central_intelligence_agency,2012-08,114440
584,central_intelligence_agency,2012-09,115580
585,central_intelligence_agency,2012-10,134502
586,central_intelligence_agency,2012-11,189574
587,central_intelligence_agency,2012-12,140715
588,central_intelligence_agency,2013-01,146884
589,central_intelligence_agency,2013-02,129637
590,central_intelligence_agency,2013-03,147837
591,central_intelligence_agency,2013-04,146259
592,central_intelligence_agency,2013-05,114683
593,central_intelligence_agency,2013-06,94954
594,central_intelligence_agency,2013-07,84055
595,central_intelligence_agency,2013-08,81968
596,central_intelligence_agency,2013-09,74747
597,central_intelligence_agency,2013-10,84758
598,central_intelligence_agency,2013-11,88281
599,central_intelligence_agency,2013-12,87511
600,central_intelligence_agency,2014-01,83513
601,central_intelligence_agency,2014-02,76429
602,central_intelligence_agency,2014-03,99433
603,central_intelligence_agency,2014-04,90850
604,central_intelligence_agency,2014-05,86808
605,central_intelligence_agency,2014-06,74747
606,central_intelligence_agency,2014-07,68721
607,central_intelligence_agency,2014-08,NaN
608,central_intelligence_agency,2014-09,NaN
609,central_intelligence_agency,2014-10,NaN
610,central_intelligence_agency,2014-11,NaN
611,central_intelligence_agency,2014-12,NaN
612,central_intelligence_agency,2015-01,NaN
613,central_intelligence_agency,2015-02,NaN
614,central_intelligence_agency,2015-03,NaN
615,central_intelligence_agency,2015-04,NaN
616,central_intelligence_agency,2015-05,NaN
617,central_intelligence_agency,2015-06,NaN
618,central_intelligence_agency,2015-07,0
619,central_intelligence_agency,2015-08,0
620,central_intelligence_agency,2015-09,0
621,central_intelligence_agency,2015-10,0
622,central_intelligence_agency,2015-11,0
623,central_intelligence_agency,2015-12,0
624,central_intelligence_agency,2016-01,0
625,central_intelligence_agency,2016-02,0
626,central_intelligence_agency,2016-03,0
627,central_intelligence_agency,2016-04,0
628,central_intelligence_agency,2016-05,0
629,central_intelligence_agency,2016-06,0
630,central_intelligence_agency,2016-07,0
631,central_intelligence_agency,2016-08,57104
632,central_intelligence_agency,2016-09,0
633,central_intelligence_agency,2016-10,0
634,central_intelligence_agency,2016-11,0
635,central_intelligence_agency,2016-12,68857
636,central_intelligence_agency,2017-01,84032
637,central_intelligence_agency,2017-02,63920
638,central_intelligence_agency,2017-03,82547
639,central_intelligence_agency,2017-04,56651
640,central_intelligence_agency,2017-05,65989
641,central_intelligence_agency,2017-06,51519
642,central_intelligence_agency,2017-07,60244
643,central_intelligence_agency,2017-08,49975
644,central_intelligence_agency,2017-09,45207
645,central_intelligence_agency,2017-10,59091
646,central_intelligence_agency,2017-11,51736
647,central_intelligence_agency,2017-12,48364
648,central_intelligence_agency,2018-01,55542
649,central_intelligence_agency,2018-02,51241
